case_id,family,role,cracks,L_m,b_m,h_m
b005_0438,merged_b005_0438,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0440,merged_b005_0440,quarantine,10,1.5,0.14000000059604645,0.20000000298023224
b005_0441,merged_b005_0441,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0442,merged_b005_0442,quarantine,7,1.5,0.14000000059604645,0.20000000298023224
b005_0443,merged_b005_0443,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0444,merged_b005_0444,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0445,merged_b005_0445,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0446,merged_b005_0446,quarantine,9,1.5,0.14000000059604645,0.20000000298023224
b005_0447,merged_b005_0447,quarantine,1,1.5,0.14000000059604645,0.20000000298023224
b005_0450,merged_b005_0450,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0451,merged_b005_0451,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0452,merged_b005_0452,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0453,merged_b005_0453,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0454,merged_b005_0454,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0455,merged_b005_0455,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0456,merged_b005_0456,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0457,merged_b005_0457,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0458,merged_b005_0458,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0459,merged_b005_0459,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0460,merged_b005_0460,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0461,merged_b005_0461,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0462,merged_b005_0462,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0463,merged_b005_0463,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0465,merged_b005_0465,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0466,merged_b005_0466,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0467,merged_b005_0467,quarantine,11,1.5,0.14000000059604645,0.20000000298023224
b005_0468,merged_b005_0468,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0469,merged_b005_0469,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0470,merged_b005_0470,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0471,merged_b005_0471,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0474,merged_b005_0474,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0475,merged_b005_0475,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0476,merged_b005_0476,quarantine,1,1.5,0.14000000059604645,0.20000000298023224
b005_0477,merged_b005_0477,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0478,merged_b005_0478,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0479,merged_b005_0479,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0480,merged_b005_0480,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0481,merged_b005_0481,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0482,merged_b005_0482,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0485,merged_b005_0485,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0487,merged_b005_0487,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0489,merged_b005_0489,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0490,merged_b005_0490,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0492,merged_b005_0492,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0493,merged_b005_0493,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0495,merged_b005_0495,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0496,merged_b005_0496,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0498,merged_b005_0498,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0500,merged_b005_0500,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0501,merged_b005_0501,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0503,merged_b005_0503,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0504,merged_b005_0504,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0505,merged_b005_0505,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0506,merged_b005_0506,quarantine,6,1.5,0.14000000059604645,0.20000000298023224
b005_0507,merged_b005_0507,quarantine,2,1.5,0.14000000059604645,0.20000000298023224
b005_0508,merged_b005_0508,quarantine,9,1.5,0.14000000059604645,0.20000000298023224
b005_0509,merged_b005_0509,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0511,merged_b005_0511,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0513,merged_b005_0513,quarantine,9,1.5,0.14000000059604645,0.20000000298023224
b005_0514,merged_b005_0514,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0515,merged_b005_0515,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0516,merged_b005_0516,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0517,merged_b005_0517,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0518,merged_b005_0518,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0519,merged_b005_0519,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0521,merged_b005_0521,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0522,merged_b005_0522,quarantine,7,1.5,0.14000000059604645,0.20000000298023224
b005_0523,merged_b005_0523,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0524,merged_b005_0524,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0525,merged_b005_0525,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0526,merged_b005_0526,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0528,merged_b005_0528,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0529,merged_b005_0529,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0531,merged_b005_0531,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0532,merged_b005_0532,quarantine,3,1.5,0.14000000059604645,0.20000000298023224
b005_0534,merged_b005_0534,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0535,merged_b005_0535,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0536,merged_b005_0536,quarantine,1,1.5,0.14000000059604645,0.20000000298023224
b005_0537,merged_b005_0537,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0538,merged_b005_0538,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0539,merged_b005_0539,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0540,merged_b005_0540,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0541,merged_b005_0541,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0542,merged_b005_0542,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0543,merged_b005_0543,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0544,merged_b005_0544,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0545,merged_b005_0545,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0547,merged_b005_0547,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0548,merged_b005_0548,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0549,merged_b005_0549,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0550,merged_b005_0550,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0551,merged_b005_0551,quarantine,10,1.5,0.14000000059604645,0.20000000298023224
b005_0552,merged_b005_0552,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0554,merged_b005_0554,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0555,merged_b005_0555,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0557,merged_b005_0557,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0558,merged_b005_0558,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0559,merged_b005_0559,quarantine,6,1.5,0.14000000059604645,0.20000000298023224
b005_0560,merged_b005_0560,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0561,merged_b005_0561,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0563,merged_b005_0563,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0566,merged_b005_0566,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0567,merged_b005_0516,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0568,merged_b005_0568,quarantine,10,1.5,0.14000000059604645,0.20000000298023224
b005_0569,merged_b005_0569,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0570,merged_b005_0570,quarantine,1,1.5,0.14000000059604645,0.20000000298023224
b005_0571,merged_b005_0571,quarantine,9,1.5,0.14000000059604645,0.20000000298023224
b005_0572,merged_b005_0572,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0573,merged_b005_0573,quarantine,7,1.5,0.14000000059604645,0.20000000298023224
b005_0574,merged_b005_0574,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0575,merged_b005_0575,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0576,merged_b005_0576,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0577,merged_b005_0577,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0578,merged_b005_0578,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0579,merged_b005_0579,quarantine,3,1.5,0.14000000059604645,0.20000000298023224
b005_0580,merged_b005_0580,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0581,merged_b005_0581,quarantine,2,1.5,0.14000000059604645,0.20000000298023224
b005_0582,merged_b005_0582,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0583,merged_b005_0583,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0584,merged_b005_0584,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0585,merged_b005_0585,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0586,merged_b005_0586,quarantine,4,1.5,0.14000000059604645,0.20000000298023224
b005_0588,merged_b005_0588,quarantine,10,1.5,0.14000000059604645,0.20000000298023224
b005_0590,merged_b005_0590,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0591,merged_b005_0591,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0592,merged_b005_0592,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0593,merged_b005_0593,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0594,merged_b005_0594,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0595,merged_b005_0595,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0597,merged_b005_0597,quarantine,9,1.5,0.14000000059604645,0.20000000298023224
b005_0598,merged_b005_0598,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0599,merged_b005_0599,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0601,merged_b005_0601,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0602,merged_b005_0602,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0604,merged_b005_0604,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0605,merged_b005_0605,quarantine,1,1.5,0.14000000059604645,0.20000000298023224
b005_0607,merged_b005_0607,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0608,merged_b005_0608,quarantine,11,1.5,0.14000000059604645,0.20000000298023224
b005_0610,merged_b005_0610,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0612,merged_b005_0612,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0613,merged_b005_0613,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0614,merged_b005_0614,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0615,merged_b005_0615,quarantine,9,1.5,0.14000000059604645,0.20000000298023224
b005_0618,merged_b005_0618,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0619,merged_b005_0619,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0621,merged_b005_0621,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0622,merged_b005_0622,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0623,merged_b005_0623,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0626,merged_b005_0626,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0627,merged_b005_0627,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0628,merged_b005_0628,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0629,merged_b005_0629,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0630,merged_b005_0630,quarantine,2,1.5,0.14000000059604645,0.20000000298023224
b005_0631,merged_b005_0631,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0632,merged_b005_0632,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0635,merged_b005_0635,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0636,merged_b005_0636,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0637,merged_b005_0637,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0640,merged_b005_0640,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0641,merged_b005_0641,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0642,merged_b005_0642,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0644,merged_b005_0644,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0648,merged_b005_0648,quarantine,3,1.5,0.14000000059604645,0.20000000298023224
b005_0650,merged_b005_0650,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0651,merged_b005_0651,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0652,merged_b005_0652,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0653,merged_b005_0653,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0654,merged_b005_0654,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0655,merged_b005_0655,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0656,merged_b005_0656,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0657,merged_b005_0657,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0658,merged_b005_0658,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0659,merged_b005_0659,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0660,merged_b005_0660,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0661,merged_b005_0661,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0662,merged_b005_0662,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0663,merged_b005_0663,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0664,merged_b005_0664,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0667,merged_b005_0667,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0668,merged_b005_0668,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0669,merged_b005_0669,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0670,merged_b005_0670,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0671,merged_b005_0671,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0672,merged_b005_0672,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0675,merged_b005_0675,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0676,merged_b005_0676,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0678,merged_b005_0678,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0679,merged_b005_0679,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0680,merged_b005_0680,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0681,merged_b005_0681,quarantine,4,1.5,0.14000000059604645,0.20000000298023224
b005_0682,merged_b005_0682,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0683,merged_b005_0683,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0684,merged_b005_0684,quarantine,8,1.5,0.14000000059604645,0.20000000298023224
b005_0685,merged_b005_0685,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0686,merged_b005_0686,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0687,merged_b005_0687,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0688,merged_b005_0688,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0689,merged_b005_0689,quarantine,5,1.5,0.14000000059604645,0.20000000298023224
b005_0690,merged_b005_0690,quarantine,5,1.5,0.14000000059604645,0.20000000298023224
b005_0691,merged_b005_0691,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0693,merged_b005_0693,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0695,merged_b005_0695,quarantine,9,1.5,0.14000000059604645,0.20000000298023224
b005_0696,merged_b005_0696,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0697,merged_b005_0697,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0698,merged_b005_0698,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0700,merged_b005_0700,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0701,merged_b005_0701,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0702,merged_b005_0702,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0703,merged_b005_0703,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0705,merged_b005_0705,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0706,merged_b005_0706,quarantine,2,1.5,0.14000000059604645,0.20000000298023224
b005_0707,merged_b005_0707,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0708,merged_b005_0708,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0709,merged_b005_0709,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0710,merged_b005_0710,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0711,merged_b005_0711,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0713,merged_b005_0713,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0714,merged_b005_0714,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0715,merged_b005_0715,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0716,merged_b005_0716,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0717,merged_b005_0717,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0718,merged_b005_0718,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0719,merged_b005_0719,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0720,merged_b005_0720,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0721,merged_b005_0721,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0722,merged_b005_0722,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0723,merged_b005_0723,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0724,merged_b005_0724,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0725,merged_b005_0725,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0726,merged_b005_0726,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0727,merged_b005_0727,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0728,merged_b005_0728,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0729,merged_b005_0729,quarantine,7,1.5,0.14000000059604645,0.20000000298023224
b005_0730,merged_b005_0730,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0731,merged_b005_0731,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0732,merged_b005_0732,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0733,merged_b005_0733,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0734,merged_b005_0734,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0735,merged_b005_0735,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0736,merged_b005_0736,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0737,merged_b005_0737,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0738,merged_b005_0738,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0739,merged_b005_0739,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0740,merged_b005_0740,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0741,merged_b005_0741,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0742,merged_b005_0742,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0743,merged_b005_0743,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0744,merged_b005_0744,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0745,merged_b005_0745,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0746,merged_b005_0746,quarantine,1,1.5,0.14000000059604645,0.20000000298023224
b005_0747,merged_b005_0747,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0748,merged_b005_0748,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0749,merged_b005_0749,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0750,merged_b005_0750,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0751,merged_b005_0751,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0752,merged_b005_0752,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0753,merged_b005_0753,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0754,merged_b005_0754,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0755,merged_b005_0755,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0756,merged_b005_0756,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0757,merged_b005_0757,quarantine,9,1.5,0.14000000059604645,0.20000000298023224
b005_0758,merged_b005_0758,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0759,merged_b005_0759,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0760,merged_b005_0760,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0761,merged_b005_0761,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0762,merged_b005_0762,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0763,merged_b005_0763,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0764,merged_b005_0764,quarantine,10,1.5,0.14000000059604645,0.20000000298023224
b005_0765,merged_b005_0765,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0766,merged_b005_0766,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0767,merged_b005_0767,quarantine,9,1.5,0.14000000059604645,0.20000000298023224
b005_0768,merged_b005_0768,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0769,merged_b005_0769,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0770,merged_b005_0770,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0771,merged_b005_0771,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0772,merged_b005_0772,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0773,merged_b005_0773,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0774,merged_b005_0774,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0775,merged_b005_0775,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0776,merged_b005_0776,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0777,merged_b005_0777,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0778,merged_b005_0778,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0779,merged_b005_0779,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0780,merged_b005_0780,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0781,merged_b005_0781,quarantine,1,1.5,0.14000000059604645,0.20000000298023224
b005_0782,merged_b005_0782,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0783,merged_b005_0783,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0784,merged_b005_0784,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0785,merged_b005_0785,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0786,merged_b005_0786,quarantine,2,1.5,0.14000000059604645,0.20000000298023224
b005_0787,merged_b005_0787,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0788,merged_b005_0788,quarantine,11,1.5,0.14000000059604645,0.20000000298023224
b005_0789,merged_b005_0789,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0790,merged_b005_0790,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0791,merged_b005_0791,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0792,merged_b005_0792,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0793,merged_b005_0793,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0794,merged_b005_0794,quarantine,4,1.5,0.14000000059604645,0.20000000298023224
b005_0795,merged_b005_0795,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0796,merged_b005_0796,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0797,merged_b005_0797,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0798,merged_b005_0798,quarantine,1,1.5,0.14000000059604645,0.20000000298023224
b005_0799,merged_b005_0799,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0800,merged_b005_0800,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0801,merged_b005_0801,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0802,merged_b005_0802,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0803,merged_b005_0803,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0804,merged_b005_0804,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0805,merged_b005_0805,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0809,merged_b005_0809,train,5,1.5,0.14000000059604645,0.20000000298023224
ms500_0001,merged_b005_0334,count,14,1.0,0.10000000149011612,0.14000000059604645
ms500_0002,merged_b004_0378,train,8,1.0,0.10000000149011612,0.14000000059604645
ms500_0003,merged_b004_0068,train,2,1.0,0.10000000149011612,0.14000000059604645
ms500_0004,merged_b005_0055,quarantine,10,1.0,0.10000000149011612,0.14000000059604645
ms500_0005,merged_b005_0408,count,14,1.0,0.10000000149011612,0.14000000059604645
ms500_0006,merged_b005_0803,count,14,1.0,0.10000000149011612,0.14000000059604645
ms500_0007,merged_b005_0577,train,6,1.0,0.10000000149011612,0.14000000059604645
ms500_0008,merged_b004_0387,train,8,1.0,0.10000000149011612,0.14000000059604645
ms500_0009,merged_b005_0487,train,5,1.0,0.10000000149011612,0.14000000059604645
ms500_0010,merged_b005_0169,train,9,1.0,0.10000000149011612,0.14000000059604645
ms500_0011,merged_b005_0215,train,11,1.25,0.10000000149011612,0.14000000059604645
ms500_0012,merged_b004_0115,quarantine,3,1.25,0.10000000149011612,0.14000000059604645
ms500_0013,merged_b005_0663,count,15,1.25,0.10000000149011612,0.14000000059604645
ms500_0014,merged_b005_0485,train,2,1.25,0.10000000149011612,0.14000000059604645
ms500_0015,merged_b004_0096,train,2,1.25,0.10000000149011612,0.14000000059604645
ms500_0016,merged_b005_0336,train,5,1.25,0.10000000149011612,0.14000000059604645
ms500_0017,merged_b005_0085,train,6,1.25,0.10000000149011612,0.14000000059604645
ms500_0018,merged_b004_0038,quarantine,5,1.25,0.10000000149011612,0.14000000059604645
ms500_0019,merged_b005_0642,count,12,1.25,0.10000000149011612,0.14000000059604645
ms500_0020,merged_b005_0598,train,11,1.25,0.10000000149011612,0.14000000059604645
ms500_0021,merged_b005_0552,length,15,1.75,0.10000000149011612,0.14000000059604645
ms500_0022,merged_b005_0658,length,14,1.75,0.10000000149011612,0.14000000059604645
ms500_0023,merged_b005_0007,length,8,1.75,0.10000000149011612,0.14000000059604645
ms500_0024,merged_b005_0076,length,11,1.75,0.10000000149011612,0.14000000059604645
ms500_0025,merged_b004_0293,length,8,1.75,0.10000000149011612,0.14000000059604645
ms500_0026,merged_b005_0059,length,8,1.75,0.10000000149011612,0.14000000059604645
